Airline,Date,Value,Status,Country,Region,IATA,Revenue,EBITDA
Spirit Airlines,2016'Q4,2320.0,public,US,North America,NK,8.0,25.0
Allegiant,2016'Q4,1379.0,public,US,North America,G4,9.0,35.0
Hawaiian,2016'Q4,2432.0,public,US,North America,HA,5.0,25.0
SkyWest,2016'Q4,3064.0,public,US,North America,OO,-1.0,19.0
Air Canada,2016'Q4,10934.0,public,CA,North America,AC,9.0,15.0
WestJet Airlines,2016'Q4,3071.0,public,CA,North America,WS,5.0,19.0
Exchange Income Corporation,2016'Q4,664.0,public,CA,North America,,14.0,24.0
IAG,2016'Q4,23788.0,public,EU,Europe,IAG,-4.0,15.0
Air France-KLM,2016'Q4,27600.0,public,EU,Europe,AF/KL,-4.0,9.0
Ryanair,2016'Q4,7107.0,public,EU,Europe,FR,-4.0,31.0
easyJet,2016'Q4,6051.0,public,EU,Europe,U2,-15.0,15.0
Deutsche Lufthansa,2016'Q4,35200.0,public,EU,Europe,LH,-1.0,14.0
Norwegian Air Shuttle,2016'Q4,3023.0,public,EU,Europe,DY,18.0,10.0
Finnair,2016'Q4,2522.0,public,EU,Europe,AY,-6.0,7.0
Wizz Air,2016'Q4,1680.0,public,EU,Europe,W6,3.0,19.0
Singapore Airlines,2016'Q4,10637.0,public,SG,Asia Pacific,SQ,-6.0,18.0
Qantas Airways,2016'Q4,12030.0,public,AU,Asia Pacific,QF,-1.0,16.0
Japan Airlines,2016'Q4,11503.0,public,JP,Asia Pacific,JL,-3.0,21.0
ANA Holdings,2016'Q4,15754.0,public,JP,Asia Pacific,NH,-1.0,16.0
Korean Air,2016'Q4,9714.0,public,KR,Asia Pacific,KE,-1.0,10.0
Asiana Airlines,2016'Q4,4772.0,public,KR,Asia Pacific,OZ,1.0,5.0
Cathay Pacific,2016'Q4,11962.0,public,HK,Asia Pacific,CX,-9.0,9.0
Copa Holdings,2016'Q4,2222.0,public,PA,Latin America,CM,-2.0,20.0
Gol Linhas Aereas,2016'Q4,3100.0,public,BR,Latin America,G3,24.0,11.0
Air China,2016'Q4,16568.0,public,CN,China,CA,-2.0,27.0
China Eastern,2016'Q4,14978.0,public,CN,China,MU,-2.0,23.0
China Southern,2016'Q4,16559.0,public,CN,China,CZ,-3.0,19.0
Hainan Airlines,2016'Q4,5836.0,public,CN,China,HU,8.0,26.0
Spring Airlines,2016'Q4,1212.0,public,CN,China,9C,-3.0,9.0
Juneyao Airlines,2016'Q4,1426.0,public,CN,China,HO,14.0,18.0
Indigo,2016'Q4,2866.0,public,IN,India,6E,17.0,12.0
SpiceJet,2016'Q4,958.0,public,IN,India,SG,25.0,10.0
Kenya Airlines,2016'Q4,1032.0,public,KE,Africa,KQ,-10.0,10.0
Comair,2016'Q4,409.0,public,ZA,Africa,MN,-15.0,14.0
Emirates,2016'Q4,25755.0,private,AE,Middle East,EK,2.0,22.0
Qatar Airways,2016'Q4,10613.0,private,QA,Middle East,QR,10.0,19.0
Aeroflot,2016'Q4,8337.0,"taken private 2023, war",RU,Russia,SU,42.0,17.0
Air Arabia,2016'Q4,1042.0,public,AE,Middle East,G9,-1.0,23.0
Jazeera Airways,2016'Q4,178.0,public,KW,Middle East,J9,-15.0,20.0
American Airlines,2017'Q1,40762.0,public,US,North America,AA,0.0,19.0
Delta Air Lines,2017'Q1,39872.0,public,US,North America,DL,-1.0,23.0
Southwest Airlines,2017'Q1,20503.0,public,US,North America,WN,3.0,23.0
United Airlines,2017'Q1,36865.0,public,US,North America,UA,-2.0,18.0
Alaska Air,2017'Q1,6417.0,public,US,North America,AS,13.0,28.0
JetBlue,2017'Q1,6691.0,public,US,North America,B6,4.0,24.0
Spirit Airlines,2017'Q1,2401.0,public,US,North America,NK,10.0,24.0
Allegiant,2017'Q1,1412.0,public,US,North America,G4,9.0,32.0
Hawaiian,2017'Q1,2493.0,public,US,North America,HA,6.0,25.0
SkyWest,2017'Q1,3078.0,public,US,North America,OO,0.0,20.0
Air Canada,2017'Q1,11428.0,public,CA,North America,AC,11.0,15.0
WestJet Airlines,2017'Q1,3198.0,public,CA,North America,WS,8.0,19.0
Exchange Income Corporation,2017'Q1,699.0,public,CA,North America,,16.0,24.0
IAG,2017'Q1,24728.0,public,EU,Europe,IAG,1.0,15.0
Air France-KLM,2017'Q1,27975.0,public,EU,Europe,AF/KL,-2.0,10.0
Ryanair,2017'Q1,7533.0,public,EU,Europe,FR,3.0,31.0
easyJet,2017'Q1,6227.0,public,EU,Europe,U2,-8.0,14.0
Deutsche Lufthansa,2017'Q1,36425.0,public,EU,Europe,LH,3.0,15.0
Norwegian Air Shuttle,2017'Q1,3209.0,public,EU,Europe,DY,20.0,7.0
Finnair,2017'Q1,2684.0,public,EU,Europe,AY,2.0,8.0
Wizz Air,2017'Q1,1860.0,public,EU,Europe,W6,13.0,19.0
Singapore Airlines,2017'Q1,10990.0,public,SG,Asia Pacific,SQ,-1.0,18.0
Qantas Airways,2017'Q1,12114.0,public,AU,Asia Pacific,QF,0.0,17.0
Japan Airlines,2017'Q1,11884.0,public,JP,Asia Pacific,JL,1.0,21.0
ANA Holdings,2017'Q1,16458.0,public,JP,Asia Pacific,NH,4.0,16.0
Korean Air,2017'Q1,10110.0,public,KR,Asia Pacific,KE,3.0,10.0
Asiana Airlines,2017'Q1,5119.0,public,KR,Asia Pacific,OZ,8.0,4.0
Cathay Pacific,2017'Q1,12084.0,public,HK,Asia Pacific,CX,-6.0,9.0
Copa Holdings,2017'Q1,2297.0,public,PA,Latin America,CM,2.0,21.0
Gol Linhas Aereas,2017'Q1,3124.0,public,BR,Latin America,G3,18.0,12.0
LATAM Airlines,2017'Q1,9686.0,public,CL,Latin America,LA,-3.0,15.0
Air China,2017'Q1,17188.0,public,CN,China,CA,2.0,25.0
China Eastern,2017'Q1,15451.0,public,CN,China,MU,2.0,23.0
China Southern,2017'Q1,17459.0,public,CN,China,CZ,3.0,18.0
Hainan Airlines,2017'Q1,6709.0,public,CN,China,HU,21.0,25.0
Spring Airlines,2017'Q1,1370.0,public,CN,China,9C,11.0,12.0
Juneyao Airlines,2017'Q1,1557.0,public,CN,China,HO,19.0,19.0
Indigo,2017'Q1,3038.0,public,IN,India,6E,19.0,12.0
SpiceJet,2017'Q1,1018.0,public,IN,India,SG,25.0,10.0
Kenya Airlines,2017'Q1,970.0,public,KE,Africa,KQ,-14.0,10.0
Comair,2017'Q1,423.0,public,ZA,Africa,MN,-8.0,15.0
Emirates,2017'Q1,26280.0,private,AE,Middle East,EK,3.0,23.0
Qatar Airways,2017'Q1,10851.0,private,QA,Middle East,QR,10.0,17.0
Aeroflot,2017'Q1,8610.0,"taken private 2023, war",RU,Russia,SU,35.0,16.0
Air Arabia,2017'Q1,1039.0,public,AE,Middle East,G9,-1.0,24.0
Jazeera Airways,2017'Q1,181.0,public,KW,Middle East,J9,-9.0,19.0
American Airlines,2017'Q2,41382.0,public,US,North America,AA,2.0,18.0
Delta Air Lines,2017'Q2,40294.0,public,US,North America,DL,1.0,22.0
Southwest Airlines,2017'Q2,20718.0,public,US,North America,WN,3.0,23.0
United Airlines,2017'Q2,37171.0,public,US,North America,UA,0.0,17.0
Alaska Air,2017'Q2,6910.0,public,US,North America,AS,20.0,26.0
JetBlue,2017'Q2,6798.0,public,US,North America,B6,5.0,22.0
Spirit Airlines,2017'Q2,2482.0,public,US,North America,NK,11.0,23.0
Allegiant,2017'Q2,1445.0,public,US,North America,G4,9.0,30.0
Hawaiian,2017'Q2,2554.0,public,US,North America,HA,7.0,24.0
SkyWest,2017'Q2,3093.0,public,US,North America,OO,0.0,20.0
Air Canada,2017'Q2,11922.0,public,CA,North America,AC,13.0,15.0
WestJet Airlines,2017'Q2,3325.0,public,CA,North America,WS,11.0,19.0
Exchange Income Corporation,2017'Q2,734.0,public,CA,North America,,18.0,24.0
IAG,2017'Q2,25669.0,public,EU,Europe,IAG,6.0,15.0
Air France-KLM,2017'Q2,28350.0,public,EU,Europe,AF/KL,1.0,12.0
Ryanair,2017'Q2,7959.0,public,EU,Europe,FR,10.0,31.0
easyJet,2017'Q2,6403.0,public,EU,Europe,U2,-2.0,13.0
Deutsche Lufthansa,2017'Q2,37650.0,public,EU,Europe,LH,6.0,15.0
Norwegian Air Shuttle,2017'Q2,3396.0,public,EU,Europe,DY,22.0,4.0
Finnair,2017'Q2,2847.0,public,EU,Europe,AY,10.0,9.0
Wizz Air,2017'Q2,2040.0,public,EU,Europe,W6,23.0,20.0
Singapore Airlines,2017'Q2,11344.0,public,SG,Asia Pacific,SQ,4.0,19.0
Qantas Airways,2017'Q2,12199.0,public,AU,Asia Pacific,QF,1.0,17.0
Japan Airlines,2017'Q2,12265.0,public,JP,Asia Pacific,JL,5.0,21.0
ANA Holdings,2017'Q2,17162.0,public,JP,Asia Pacific,NH,8.0,16.0
Korean Air,2017'Q2,10505.0,public,KR,Asia Pacific,KE,7.0,9.0
Asiana Airlines,2017'Q2,5466.0,public,KR,Asia Pacific,OZ,15.0,4.0
Cathay Pacific,2017'Q2,12206.0,public,HK,Asia Pacific,CX,-3.0,8.0
Copa Holdings,2017'Q2,2372.0,public,PA,Latin America,CM,6.0,22.0
Gol Linhas Aereas,2017'Q2,3149.0,public,BR,Latin America,G3,13.0,13.0
LATAM Airlines,2017'Q2,9845.0,public,CL,Latin America,LA,0.0,15.0
Air China,2017'Q2,17808.0,public,CN,China,CA,6.0,24.0
China Eastern,2017'Q2,15924.0,public,CN,China,MU,6.0,23.0
China Southern,2017'Q2,18359.0,public,CN,China,CZ,9.0,18.0
Hainan Airlines,2017'Q2,7583.0,public,CN,China,HU,34.0,24.0
Spring Airlines,2017'Q2,1528.0,public,CN,China,9C,25.0,15.0
Juneyao Airlines,2017'Q2,1687.0,public,CN,China,HO,25.0,19.0
Indigo,2017'Q2,3211.0,public,IN,India,6E,21.0,13.0
SpiceJet,2017'Q2,1077.0,public,IN,India,SG,25.0,11.0
Kenya Airlines,2017'Q2,907.0,public,KE,Africa,KQ,-17.0,10.0
Comair,2017'Q2,437.0,public,ZA,Africa,MN,-1.0,16.0
Emirates,2017'Q2,26805.0,private,AE,Middle East,EK,5.0,23.0
Qatar Airways,2017'Q2,11088.0,private,QA,Middle East,QR,9.0,13.0
Aeroflot,2017'Q2,8884.0,"taken private 2023, war",RU,Russia,SU,27.0,15.0
Air Arabia,2017'Q2,1036.0,public,AE,Middle East,G9,-1.0,25.0
Jazeera Airways,2017'Q2,184.0,public,KW,Middle East,J9,-4.0,18.0
American Airlines,2017'Q3,42002.0,public,US,North America,AA,4.0,18.0
Delta Air Lines,2017'Q3,40716.0,public,US,North America,DL,2.0,21.0
Southwest Airlines,2017'Q3,20932.0,public,US,North America,WN,4.0,22.0
United Airlines,2017'Q3,37478.0,public,US,North America,UA,2.0,16.0
Alaska Air,2017'Q3,7402.0,public,US,North America,AS,26.0,24.0
JetBlue,2017'Q3,6905.0,public,US,North America,B6,6.0,21.0
Spirit Airlines,2017'Q3,2563.0,public,US,North America,NK,13.0,21.0
Allegiant,2017'Q3,1478.0,public,US,North America,G4,10.0,28.0
Hawaiian,2017'Q3,2614.0,public,US,North America,HA,9.0,23.0
SkyWest,2017'Q3,3108.0,public,US,North America,OO,1.0,21.0
Air Canada,2017'Q3,12417.0,public,CA,North America,AC,16.0,14.0
WestJet Airlines,2017'Q3,3453.0,public,CA,North America,WS,14.0,19.0
Exchange Income Corporation,2017'Q3,769.0,public,CA,North America,,19.0,24.0
IAG,2017'Q3,26610.0,public,EU,Europe,IAG,11.0,15.0
Air France-KLM,2017'Q3,28725.0,public,EU,Europe,AF/KL,3.0,13.0
Ryanair,2017'Q3,8385.0,public,EU,Europe,FR,17.0,31.0
easyJet,2017'Q3,6579.0,public,EU,Europe,U2,5.0,13.0
Deutsche Lufthansa,2017'Q3,38875.0,public,EU,Europe,LH,10.0,15.0
Norwegian Air Shuttle,2017'Q3,3583.0,public,EU,Europe,DY,23.0,2.0
Finnair,2017'Q3,3010.0,public,EU,Europe,AY,18.0,10.0
Wizz Air,2017'Q3,2220.0,public,EU,Europe,W6,33.0,20.0
Singapore Airlines,2017'Q3,11697.0,public,SG,Asia Pacific,SQ,9.0,20.0
Qantas Airways,2017'Q3,12283.0,public,AU,Asia Pacific,QF,2.0,17.0
Japan Airlines,2017'Q3,12645.0,public,JP,Asia Pacific,JL,9.0,21.0
ANA Holdings,2017'Q3,17865.0,public,JP,Asia Pacific,NH,13.0,16.0
Korean Air,2017'Q3,10901.0,public,KR,Asia Pacific,KE,12.0,9.0
Asiana Airlines,2017'Q3,5813.0,public,KR,Asia Pacific,OZ,22.0,4.0
Cathay Pacific,2017'Q3,12328.0,public,HK,Asia Pacific,CX,1.0,8.0
Copa Holdings,2017'Q3,2447.0,public,PA,Latin America,CM,10.0,22.0
Gol Linhas Aereas,2017'Q3,3173.0,public,BR,Latin America,G3,8.0,13.0
LATAM Airlines,2017'Q3,10005.0,public,CL,Latin America,LA,4.0,15.0
Air China,2017'Q3,18427.0,public,CN,China,CA,11.0,22.0
China Eastern,2017'Q3,16397.0,public,CN,China,MU,9.0,22.0
China Southern,2017'Q3,19259.0,public,CN,China,CZ,15.0,17.0
Hainan Airlines,2017'Q3,8456.0,public,CN,China,HU,47.0,23.0
Spring Airlines,2017'Q3,1686.0,public,CN,China,9C,38.0,18.0
Juneyao Airlines,2017'Q3,1818.0,public,CN,China,HO,31.0,20.0
Indigo,2017'Q3,3384.0,public,IN,India,6E,22.0,13.0
SpiceJet,2017'Q3,1136.0,public,IN,India,SG,25.0,11.0
Kenya Airlines,2017'Q3,845.0,public,KE,Africa,KQ,-21.0,11.0
Comair,2017'Q3,450.0,public,ZA,Africa,MN,6.0,17.0
Emirates,2017'Q3,27330.0,private,AE,Middle East,EK,7.0,24.0
Qatar Airways,2017'Q3,11326.0,private,QA,Middle East,QR,9.0,8.0
Aeroflot,2017'Q3,9158.0,"taken private 2023, war",RU,Russia,SU,20.0,13.0
Air Arabia,2017'Q3,1033.0,public,AE,Middle East,G9,-1.0,27.0
Jazeera Airways,2017'Q3,187.0,public,KW,Middle East,J9,1.0,17.0
American Airlines,2017'Q4,42622.0,public,US,North America,AA,6.0,17.0
Delta Air Lines,2017'Q4,41138.0,public,US,North America,DL,4.0,21.0
Southwest Airlines,2017'Q4,21146.0,public,US,North America,WN,4.0,22.0
United Airlines,2017'Q4,37784.0,public,US,North America,UA,3.0,15.0
Alaska Air,2017'Q4,7894.0,public,US,North America,AS,33.0,22.0
JetBlue,2017'Q4,7012.0,public,US,North America,B6,7.0,20.0
Spirit Airlines,2017'Q4,2644.0,public,US,North America,NK,14.0,20.0
Allegiant,2017'Q4,1511.0,public,US,North America,G4,10.0,26.0
Hawaiian,2017'Q4,2675.0,public,US,North America,HA,10.0,22.0
SkyWest,2017'Q4,3123.0,public,US,North America,OO,2.0,22.0
Air Canada,2017'Q4,12911.0,public,CA,North America,AC,18.0,14.0
WestJet Airlines,2017'Q4,3580.0,public,CA,North America,WS,17.0,19.0
Exchange Income Corporation,2017'Q4,805.0,public,CA,North America,,21.0,25.0
IAG,2017'Q4,27550.0,public,EU,Europe,IAG,16.0,15.0
Air France-KLM,2017'Q4,29100.0,public,EU,Europe,AF/KL,5.0,14.0
Ryanair,2017'Q4,8811.0,public,EU,Europe,FR,24.0,31.0
easyJet,2017'Q4,6755.0,public,EU,Europe,U2,12.0,12.0
Deutsche Lufthansa,2017'Q4,40100.0,public,EU,Europe,LH,14.0,15.0
Norwegian Air Shuttle,2017'Q4,3770.0,public,EU,Europe,DY,25.0,-1.0
Finnair,2017'Q4,3173.0,public,EU,Europe,AY,26.0,11.0
Wizz Air,2017'Q4,2400.0,public,EU,Europe,W6,43.0,20.0
Singapore Airlines,2017'Q4,12050.0,public,SG,Asia Pacific,SQ,13.0,21.0
Qantas Airways,2017'Q4,12367.0,public,AU,Asia Pacific,QF,3.0,17.0
Japan Airlines,2017'Q4,13026.0,public,JP,Asia Pacific,JL,13.0,21.0
ANA Holdings,2017'Q4,18569.0,public,JP,Asia Pacific,NH,18.0,16.0
Korean Air,2017'Q4,11296.0,public,KR,Asia Pacific,KE,16.0,8.0
Asiana Airlines,2017'Q4,6160.0,public,KR,Asia Pacific,OZ,29.0,4.0
Cathay Pacific,2017'Q4,12450.0,public,HK,Asia Pacific,CX,4.0,8.0
Copa Holdings,2017'Q4,2522.0,public,PA,Latin America,CM,13.0,23.0
Gol Linhas Aereas,2017'Q4,3198.0,public,BR,Latin America,G3,3.0,14.0
LATAM Airlines,2017'Q4,10164.0,public,CL,Latin America,LA,7.0,15.0
Air China,2017'Q4,19047.0,public,CN,China,CA,15.0,20.0
China Eastern,2017'Q4,16870.0,public,CN,China,MU,13.0,22.0
China Southern,2017'Q4,20159.0,public,CN,China,CZ,22.0,16.0
Hainan Airlines,2017'Q4,9329.0,public,CN,China,HU,60.0,22.0
Spring Airlines,2017'Q4,1843.0,public,CN,China,9C,52.0,21.0
Juneyao Airlines,2017'Q4,1949.0,public,CN,China,HO,37.0,20.0
Indigo,2017'Q4,3556.0,public,IN,India,6E,24.0,14.0
SpiceJet,2017'Q4,1195.0,public,IN,India,SG,25.0,11.0
Kenya Airlines,2017'Q4,783.0,public,KE,Africa,KQ,-24.0,11.0
Comair,2017'Q4,464.0,public,ZA,Africa,MN,13.0,18.0
Emirates,2017'Q4,27855.0,private,AE,Middle East,EK,8.0,24.0
Qatar Airways,2017'Q4,11564.0,private,QA,Middle East,QR,9.0,3.0
Aeroflot,2017'Q4,9431.0,"taken private 2023, war",RU,Russia,SU,13.0,12.0
Air Arabia,2017'Q4,1030.0,public,AE,Middle East,G9,-1.0,28.0
Jazeera Airways,2017'Q4,190.0,public,KW,Middle East,J9,7.0,16.0
American Airlines,2018'Q1,43102.0,public,US,North America,AA,6.0,16.0
Delta Air Lines,2018'Q1,41963.0,public,US,North America,DL,5.0,20.0
Southwest Airlines,2018'Q1,21351.0,public,US,North America,WN,4.0,21.0
United Airlines,2018'Q1,38664.0,public,US,North America,UA,5.0,15.0
Alaska Air,2018'Q1,7987.0,public,US,North America,AS,26.0,20.0
JetBlue,2018'Q1,7174.0,public,US,North America,B6,7.0,19.0
Spirit Airlines,2018'Q1,2813.0,public,US,North America,NK,17.0,20.0
Allegiant,2018'Q1,1550.0,public,US,North America,G4,10.0,25.0
Hawaiian,2018'Q1,2716.0,public,US,North America,HA,9.0,21.0
SkyWest,2018'Q1,3147.0,public,US,North America,OO,2.0,23.0
Air Canada,2018'Q1,12982.0,public,CA,North America,AC,14.0,15.0
WestJet Airlines,2018'Q1,3553.0,public,CA,North America,WS,12.0,17.0
Exchange Income Corporation,2018'Q1,824.0,public,CA,North America,,18.0,24.0
IAG,2018'Q1,27649.0,public,EU,Europe,IAG,12.0,15.0
Air France-KLM,2018'Q1,29650.0,public,EU,Europe,AF/KL,6.0,13.0
Ryanair,2018'Q1,8770.0,public,EU,Europe,FR,18.0,29.0
easyJet,2018'Q1,6993.0,public,EU,Europe,U2,12.0,12.0
Deutsche Lufthansa,2018'Q1,40650.0,public,EU,Europe,LH,12.0,15.0
Norwegian Air Shuttle,2018'Q1,3986.0,public,EU,Europe,DY,24.0,-2.0
Finnair,2018'Q1,3212.0,public,EU,Europe,AY,21.0,11.0
Wizz Air,2018'Q1,2454.0,public,EU,Europe,W6,34.0,22.0
Singapore Airlines,2018'Q1,12047.0,public,SG,Asia Pacific,SQ,10.0,20.0
Qantas Airways,2018'Q1,12440.0,public,AU,Asia Pacific,QF,3.0,17.0
Japan Airlines,2018'Q1,13122.0,public,JP,Asia Pacific,JL,11.0,21.0
ANA Holdings,2018'Q1,18566.0,public,JP,Asia Pacific,NH,13.0,16.0
Korean Air,2018'Q1,11381.0,public,KR,Asia Pacific,KE,13.0,7.0
Asiana Airlines,2018'Q1,6226.0,public,KR,Asia Pacific,OZ,23.0,3.0
Cathay Pacific,2018'Q1,12882.0,public,HK,Asia Pacific,CX,7.0,9.0
Copa Holdings,2018'Q1,2561.0,public,PA,Latin America,CM,12.0,22.0
Gol Linhas Aereas,2018'Q1,3194.0,public,BR,Latin America,G3,2.0,15.0
LATAM Airlines,2018'Q1,10228.0,public,CL,Latin America,LA,6.0,15.0
Air China,2018'Q1,19424.0,public,CN,China,CA,13.0,20.0
China Eastern,2018'Q1,17087.0,public,CN,China,MU,11.0,21.0
China Southern,2018'Q1,20535.0,public,CN,China,CZ,18.0,16.0
Hainan Airlines,2018'Q1,9533.0,public,CN,China,HU,47.0,20.0
Spring Airlines,2018'Q1,1908.0,public,CN,China,9C,43.0,21.0
Juneyao Airlines,2018'Q1,2003.0,public,CN,China,HO,30.0,19.0
Indigo,2018'Q1,3697.0,public,IN,India,6E,22.0,11.0
SpiceJet,2018'Q1,1228.0,public,IN,India,SG,21.0,9.0
Jet Airways,2018'Q1,2511.0,public,IN,India,9W,-30.0,-50.0
Kenya Airlines,2018'Q1,869.0,public,KE,Africa,KQ,-7.0,11.0
Comair,2018'Q1,467.0,public,ZA,Africa,MN,11.0,17.0
Emirates,2018'Q1,28321.0,private,AE,Middle East,EK,8.0,24.0
Qatar Airways,2018'Q1,11989.0,private,QA,Middle East,QR,10.0,0.0
Aeroflot,2018'Q1,9320.0,"taken private 2023, war",RU,Russia,SU,9.0,15.0
Turkish Airlines,2018'Q1,11368.0,public,TR,Turkey,TK,17.0,12.0
Air Arabia,2018'Q1,1057.0,public,AE,Middle East,G9,2.0,27.0
Jazeera Airways,2018'Q1,211.0,public,KW,Middle East,J9,16.0,15.0
American Airlines,2018'Q2,43582.0,public,US,North America,AA,5.0,15.0
Delta Air Lines,2018'Q2,42788.0,public,US,North America,DL,6.0,19.0
Southwest Airlines,2018'Q2,21556.0,public,US,North America,WN,4.0,21.0
United Airlines,2018'Q2,39544.0,public,US,North America,UA,6.0,15.0
Alaska Air,2018'Q2,8079.0,public,US,North America,AS,19.0,18.0
JetBlue,2018'Q2,7335.0,public,US,North America,B6,8.0,18.0
Spirit Airlines,2018'Q2,2983.0,public,US,North America,NK,20.0,19.0
Allegiant,2018'Q2,1589.0,public,US,North America,G4,10.0,24.0
Hawaiian,2018'Q2,2756.0,public,US,North America,HA,8.0,20.0
SkyWest,2018'Q2,3172.0,public,US,North America,OO,3.0,23.0
Air Canada,2018'Q2,13054.0,public,CA,North America,AC,10.0,16.0
WestJet Airlines,2018'Q2,3525.0,public,CA,North America,WS,7.0,15.0
Exchange Income Corporation,2018'Q2,843.0,public,CA,North America,,15.0,24.0
IAG,2018'Q2,27748.0,public,EU,Europe,IAG,9.0,15.0
Air France-KLM,2018'Q2,30200.0,public,EU,Europe,AF/KL,6.0,12.0
Ryanair,2018'Q2,8729.0,public,EU,Europe,FR,11.0,26.0
easyJet,2018'Q2,7232.0,public,EU,Europe,U2,13.0,12.0
Deutsche Lufthansa,2018'Q2,41200.0,public,EU,Europe,LH,10.0,15.0
Norwegian Air Shuttle,2018'Q2,4202.0,public,EU,Europe,DY,24.0,-2.0
Finnair,2018'Q2,3251.0,public,EU,Europe,AY,15.0,11.0
Wizz Air,2018'Q2,2507.0,public,EU,Europe,W6,26.0,25.0
Singapore Airlines,2018'Q2,12044.0,public,SG,Asia Pacific,SQ,7.0,19.0
Qantas Airways,2018'Q2,12513.0,public,AU,Asia Pacific,QF,3.0,17.0
Japan Airlines,2018'Q2,13217.0,public,JP,Asia Pacific,JL,8.0,20.0
ANA Holdings,2018'Q2,18563.0,public,JP,Asia Pacific,NH,9.0,16.0
Korean Air,2018'Q2,11467.0,public,KR,Asia Pacific,KE,10.0,7.0
Asiana Airlines,2018'Q2,6293.0,public,KR,Asia Pacific,OZ,17.0,2.0
Cathay Pacific,2018'Q2,13313.0,public,HK,Asia Pacific,CX,9.0,10.0
Copa Holdings,2018'Q2,2600.0,public,PA,Latin America,CM,10.0,21.0
Gol Linhas Aereas,2018'Q2,3190.0,public,BR,Latin America,G3,1.0,15.0
LATAM Airlines,2018'Q2,10293.0,public,CL,Latin America,LA,5.0,15.0
Air China,2018'Q2,19800.0,public,CN,China,CA,11.0,20.0
China Eastern,2018'Q2,17303.0,public,CN,China,MU,9.0,21.0
China Southern,2018'Q2,20911.0,public,CN,China,CZ,15.0,16.0
Hainan Airlines,2018'Q2,9736.0,public,CN,China,HU,34.0,17.0
Spring Airlines,2018'Q2,1973.0,public,CN,China,9C,33.0,20.0
Juneyao Airlines,2018'Q2,2058.0,public,CN,China,HO,24.0,18.0
Indigo,2018'Q2,3838.0,public,IN,India,6E,20.0,7.0
SpiceJet,2018'Q2,1261.0,public,IN,India,SG,18.0,6.0
Jet Airways,2018'Q2,1689.0,public,IN,India,9W,-30.0,-50.0
Kenya Airlines,2018'Q2,954.0,public,KE,Africa,KQ,10.0,10.0
Comair,2018'Q2,469.0,public,ZA,Africa,MN,8.0,17.0
Emirates,2018'Q2,28787.0,private,AE,Middle East,EK,7.0,23.0
Qatar Airways,2018'Q2,12390.0,private,QA,Middle East,QR,12.0,-3.0
Aeroflot,2018'Q2,9209.0,"taken private 2023, war",RU,Russia,SU,4.0,18.0
Turkish Airlines,2018'Q2,11842.0,public,TR,Turkey,TK,17.0,11.0
Air Arabia,2018'Q2,1083.0,public,AE,Middle East,G9,5.0,26.0
Jazeera Airways,2018'Q2,232.0,public,KW,Middle East,J9,25.0,14.0
American Airlines,2018'Q3,44061.0,public,US,North America,AA,5.0,14.0
Delta Air Lines,2018'Q3,43613.0,public,US,North America,DL,7.0,18.0
Southwest Airlines,2018'Q3,21760.0,public,US,North America,WN,4.0,21.0
United Airlines,2018'Q3,40423.0,public,US,North America,UA,8.0,15.0
Alaska Air,2018'Q3,8172.0,public,US,North America,AS,12.0,16.0
JetBlue,2018'Q3,7497.0,public,US,North America,B6,9.0,16.0
Spirit Airlines,2018'Q3,3153.0,public,US,North America,NK,23.0,19.0
Allegiant,2018'Q3,1628.0,public,US,North America,G4,10.0,23.0
Hawaiian,2018'Q3,2797.0,public,US,North America,HA,7.0,19.0
SkyWest,2018'Q3,3197.0,public,US,North America,OO,3.0,24.0
Air Canada,2018'Q3,13126.0,public,CA,North America,AC,6.0,17.0
WestJet Airlines,2018'Q3,3498.0,public,CA,North America,WS,2.0,14.0
Exchange Income Corporation,2018'Q3,863.0,public,CA,North America,,13.0,23.0
IAG,2018'Q3,27846.0,public,EU,Europe,IAG,5.0,15.0
Air France-KLM,2018'Q3,30750.0,public,EU,Europe,AF/KL,7.0,11.0
Ryanair,2018'Q3,8689.0,public,EU,Europe,FR,5.0,24.0
easyJet,2018'Q3,7470.0,public,EU,Europe,U2,13.0,12.0
Deutsche Lufthansa,2018'Q3,41750.0,public,EU,Europe,LH,8.0,14.0
Norwegian Air Shuttle,2018'Q3,4418.0,public,EU,Europe,DY,23.0,-3.0
Finnair,2018'Q3,3291.0,public,EU,Europe,AY,10.0,11.0
Wizz Air,2018'Q3,2561.0,public,EU,Europe,W6,17.0,27.0
Singapore Airlines,2018'Q3,12042.0,public,SG,Asia Pacific,SQ,3.0,19.0
Qantas Airways,2018'Q3,12586.0,public,AU,Asia Pacific,QF,2.0,18.0
Japan Airlines,2018'Q3,13313.0,public,JP,Asia Pacific,JL,6.0,20.0
ANA Holdings,2018'Q3,18560.0,public,JP,Asia Pacific,NH,4.0,16.0
Korean Air,2018'Q3,11552.0,public,KR,Asia Pacific,KE,6.0,6.0
Asiana Airlines,2018'Q3,6359.0,public,KR,Asia Pacific,OZ,10.0,1.0
Cathay Pacific,2018'Q3,13745.0,public,HK,Asia Pacific,CX,11.0,11.0
Copa Holdings,2018'Q3,2639.0,public,PA,Latin America,CM,8.0,20.0
Gol Linhas Aereas,2018'Q3,3186.0,public,BR,Latin America,G3,0.0,16.0
